

Performance Summary

,All Trades,Long Trades,Short Trades,
9/7/2019 - 4/17/2023,$29540.00,28.81%,1.49,72,37.50%,
9/6/2019 - 4/17/2023,$29540.00,28.81%,1.49,72,37.50%,
9/5/2019 - 4/17/2023,$25345.00,23.75%,1.39,73,36.99%,
9/4/2019 - 4/17/2023,$26895.00,25.57%,1.42,73,36.99%,
9/3/2019 - 4/17/2023,$29230.00,28.42%,1.48,73,36.99%,
9/2/2019 - 4/17/2023,$29230.00,28.42%,1.48,73,36.99%,
9/1/2019 - 4/17/2023,$29230.00,28.42%,1.48,73,36.99%,
8/31/2019 - 4/17/2023,$29230.00,28.42%,1.48,73,36.99%,
8/30/2019 - 4/17/2023,$29230.00,28.42%,1.48,73,36.99%,
8/29/2019 - 4/17/2023,$28740.00,27.81%,1.47,74,36.49%,
8/28/2019 - 4/17/2023,$29530.00,28.80%,1.48,74,37.84%,
8/27/2019 - 4/17/2023,$32090.00,32.09%,1.53,74,37.84%,
8/26/2019 - 4/17/2023,$33230.00,33.62%,1.54,74,37.84%,
8/25/2019 - 4/17/2023,$32760.00,32.98%,1.54,74,37.84%,
8/24/2019 - 4/17/2023,$32760.00,32.98%,1.54,74,37.84%,
8/23/2019 - 4/17/2023,$32760.00,32.98%,1.54,74,37.84%,
8/22/2019 - 4/17/2023,$32760.00,32.98%,1.54,74,37.84%,
8/21/2019 - 4/17/2023,$32760.00,32.98%,1.54,74,37.84%,
8/20/2019 - 4/17/2023,$32760.00,32.98%,1.54,74,37.84%,
8/19/2019 - 4/17/2023,$32760.00,32.98%,1.54,74,37.84%,
8/18/2019 - 4/17/2023,$32760.00,32.98%,1.54,74,37.84%,
8/17/2019 - 4/17/2023,$32760.00,32.98%,1.54,74,37.84%,
8/16/2019 - 4/17/2023,$32760.00,32.98%,1.54,74,37.84%,
8/15/2019 - 4/17/2023,$32760.00,32.98%,1.54,74,37.84%,
8/14/2019 - 4/17/2023,$32760.00,32.98%,1.54,74,37.84%,
8/13/2019 - 4/17/2023,$32685.00,32.88%,1.54,75,37.33%,
8/12/2019 - 4/17/2023,$31690.00,31.57%,1.51,75,37.33%,
8/11/2019 - 4/17/2023,$31690.00,31.57%,1.51,75,37.33%,
8/10/2019 - 4/17/2023,$31690.00,31.57%,1.51,75,37.33%,
8/9/2019 - 4/17/2023,$31690.00,31.57%,1.51,75,37.33%,
8/8/2019 - 4/17/2023,$30375.00,29.87%,1.48,76,36.84%,
8/7/2019 - 4/17/2023,$34130.00,34.84%,1.55,76,38.16%,
8/6/2019 - 4/17/2023,$32880.00,33.15%,1.53,76,38.16%,
8/5/2019 - 4/17/2023,$32880.00,33.15%,1.53,76,38.16%,
8/4/2019 - 4/17/2023,$32880.00,33.15%,1.53,76,38.16%,
8/3/2019 - 4/17/2023,$32880.00,33.15%,1.53,76,38.16%,
8/2/2019 - 4/17/2023,$32880.00,33.15%,1.53,76,38.16%,
8/1/2019 - 4/17/2023,$32880.00,33.15%,1.53,76,38.16%,
7/31/2019 - 4/17/2023,$32880.00,33.15%,1.53,76,38.16%,
7/30/2019 - 4/17/2023,$32880.00,33.15%,1.53,76,38.16%,
7/29/2019 - 4/17/2023,$32880.00,33.15%,1.53,76,38.16%,
7/28/2019 - 4/17/2023,$32880.00,33.15%,1.53,76,38.16%,
7/27/2019 - 4/17/2023,$32880.00,33.15%,1.53,76,38.16%,
7/26/2019 - 4/17/2023,$32880.00,33.15%,1.53,76,38.16%,
7/25/2019 - 4/17/2023,$31855.00,31.78%,1.51,77,37.66%,
7/24/2019 - 4/17/2023,$31810.00,31.72%,1.50,77,37.66%,
7/23/2019 - 4/17/2023,$31810.00,31.72%,1.50,77,37.66%,
7/22/2019 - 4/17/2023,$31810.00,31.72%,1.50,77,37.66%,
7/21/2019 - 4/17/2023,$32075.00,32.07%,1.51,78,38.46%,
7/20/2019 - 4/17/2023,$32075.00,32.07%,1.51,78,38.46%,
7/19/2019 - 4/17/2023,$32060.00,32.05%,1.51,78,38.46%,
7/18/2019 - 4/17/2023,$33195.00,33.57%,1.53,78,38.46%,
7/17/2019 - 4/17/2023,$34660.00,35.58%,1.55,78,38.46%,
7/16/2019 - 4/17/2023,$34825.00,35.81%,1.55,78,38.46%,
7/15/2019 - 4/17/2023,$34825.00,35.81%,1.55,78,38.46%,
7/14/2019 - 4/17/2023,$34825.00,35.81%,1.55,78,38.46%,
7/13/2019 - 4/17/2023,$34825.00,35.81%,1.55,78,38.46%,
7/12/2019 - 4/17/2023,$34825.00,35.81%,1.55,78,38.46%,
7/11/2019 - 4/17/2023,$34825.00,35.81%,1.55,78,38.46%,
7/10/2019 - 4/17/2023,$34825.00,35.81%,1.55,78,38.46%,
7/9/2019 - 4/17/2023,$34825.00,35.81%,1.55,78,38.46%,
7/8/2019 - 4/17/2023,$34825.00,35.81%,1.55,78,38.46%,
7/7/2019 - 4/17/2023,$34825.00,35.81%,1.55,78,38.46%,
7/6/2019 - 4/17/2023,$34825.00,35.81%,1.55,78,38.46%,
7/5/2019 - 4/17/2023,$34825.00,35.81%,1.55,78,38.46%,
7/4/2019 - 4/17/2023,$34825.00,35.81%,1.55,78,38.46%,
7/3/2019 - 4/17/2023,$34825.00,35.81%,1.55,78,38.46%,
7/2/2019 - 4/17/2023,$34825.00,35.81%,1.55,78,38.46%,
7/1/2019 - 4/17/2023,$34825.00,35.81%,1.55,78,38.46%,
6/30/2019 - 4/17/2023,$34825.00,35.81%,1.55,78,38.46%,
6/29/2019 - 4/17/2023,$34825.00,35.81%,1.55,78,38.46%,
6/28/2019 - 4/17/2023,$34825.00,35.81%,1.55,78,38.46%,
6/27/2019 - 4/17/2023,$34825.00,35.81%,1.55,78,38.46%,
6/26/2019 - 4/17/2023,$34575.00,35.46%,1.55,79,37.97%,
6/25/2019 - 4/17/2023,$34190.00,34.93%,1.54,79,37.97%,
6/24/2019 - 4/17/2023,$34625.00,35.53%,1.55,79,37.97%,
6/23/2019 - 4/17/2023,$34625.00,35.53%,1.55,79,37.97%,
6/22/2019 - 4/17/2023,$34625.00,35.53%,1.55,79,37.97%,
6/21/2019 - 4/17/2023,$33615.00,34.14%,1.52,79,37.97%,
6/20/2019 - 4/17/2023,$36285.00,37.88%,1.57,79,39.24%,
6/19/2019 - 4/17/2023,$35290.00,36.46%,1.56,79,39.24%,
6/18/2019 - 4/17/2023,$35290.00,36.46%,1.56,79,39.24%,
6/17/2019 - 4/17/2023,$35290.00,36.46%,1.56,79,39.24%,
6/16/2019 - 4/17/2023,$35290.00,36.46%,1.56,79,39.24%,
6/15/2019 - 4/17/2023,$35290.00,36.46%,1.56,79,39.24%,
6/14/2019 - 4/17/2023,$35290.00,36.46%,1.56,79,39.24%,
6/13/2019 - 4/17/2023,$35290.00,36.46%,1.56,79,39.24%,
6/12/2019 - 4/17/2023,$35290.00,36.46%,1.56,79,39.24%,
6/11/2019 - 4/17/2023,$35290.00,36.46%,1.56,79,39.24%,
6/10/2019 - 4/17/2023,$35290.00,36.46%,1.56,79,39.24%,
6/9/2019 - 4/17/2023,$34300.00,35.08%,1.54,80,38.75%,
6/8/2019 - 4/17/2023,$34300.00,35.08%,1.54,80,38.75%,
6/7/2019 - 4/17/2023,$34220.00,34.97%,1.53,80,38.75%,
6/6/2019 - 4/17/2023,$34220.00,34.97%,1.53,80,38.75%,
6/5/2019 - 4/17/2023,$33150.00,33.51%,1.51,81,38.27%,
6/4/2019 - 4/17/2023,$33150.00,33.51%,1.51,81,38.27%,
6/3/2019 - 4/17/2023,$32100.00,32.11%,1.48,82,37.80%,
6/2/2019 - 4/17/2023,$32100.00,32.11%,1.48,82,37.80%,
6/1/2019 - 4/17/2023,$32100.00,32.11%,1.48,82,37.80%,
5/31/2019 - 4/17/2023,$31720.00,31.61%,1.48,82,37.80%,
5/30/2019 - 4/17/2023,$31320.00,31.08%,1.47,82,37.80%,
5/29/2019 - 4/17/2023,$30865.00,30.49%,1.46,82,37.80%,
5/28/2019 - 4/17/2023,$32040.00,32.03%,1.48,82,37.80%,
5/27/2019 - 4/17/2023,$32040.00,32.03%,1.48,82,37.80%,
5/26/2019 - 4/17/2023,$32040.00,32.03%,1.48,82,37.80%,
5/25/2019 - 4/17/2023,$32040.00,32.03%,1.48,82,37.80%,
5/24/2019 - 4/17/2023,$32330.00,32.41%,1.49,82,37.80%,
5/23/2019 - 4/17/2023,$31510.00,31.33%,1.47,82,37.80%,
5/22/2019 - 4/17/2023,$31315.00,31.08%,1.47,82,37.80%,
5/21/2019 - 4/17/2023,$31490.00,31.31%,1.47,82,37.80%,
5/20/2019 - 4/17/2023,$31205.00,30.93%,1.46,82,37.80%,
5/19/2019 - 4/17/2023,$31205.00,30.93%,1.46,82,37.80%,
5/18/2019 - 4/17/2023,$31205.00,30.93%,1.46,82,37.80%,
5/17/2019 - 4/17/2023,$31960.00,31.92%,1.48,82,37.80%,
5/16/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/15/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/14/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/13/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/12/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/11/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/10/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/9/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/8/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/7/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/6/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/5/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/4/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/3/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/2/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/1/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/30/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/29/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/28/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/27/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/26/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/25/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/24/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/23/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/22/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/21/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/20/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/19/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/18/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/17/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/16/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/15/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/14/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/13/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/12/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/11/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/10/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/9/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/8/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/7/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/6/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/5/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/4/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/3/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/2/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
4/1/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/31/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/30/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/29/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/28/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/27/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/26/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/25/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/24/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/23/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/22/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/21/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/20/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/19/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/18/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/17/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/16/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/15/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/14/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/13/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/12/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/11/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/10/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/9/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/8/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/7/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/6/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/5/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/4/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/3/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/2/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
3/1/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/28/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/27/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/26/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/25/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/24/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/23/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/22/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/21/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/20/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/19/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/18/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/17/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/16/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/15/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/14/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/13/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/12/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/11/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/10/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/9/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/8/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/7/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/6/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/5/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/4/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/3/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/2/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
2/1/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/31/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/30/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/29/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/28/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/27/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/26/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/25/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/24/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/23/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/22/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/21/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/20/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/19/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/18/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/17/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/16/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/15/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/14/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/13/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/12/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/11/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/10/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/9/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/8/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/7/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/6/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/5/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/4/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/3/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/2/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
1/1/2019 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/31/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/30/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/29/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/28/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/27/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/26/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/25/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/24/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/23/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/22/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/21/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/20/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/19/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/18/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/17/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/16/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/15/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/14/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/13/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/12/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/11/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/10/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/9/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/8/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/7/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/6/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/5/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/4/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/3/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/2/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
12/1/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/30/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/29/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/28/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/27/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/26/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/25/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/24/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/23/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/22/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/21/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/20/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/19/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/18/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/17/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/16/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/15/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/14/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/13/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/12/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/11/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/10/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/9/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/8/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/7/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/6/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/5/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/4/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/3/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/2/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
11/1/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/31/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/30/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/29/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/28/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/27/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/26/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/25/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/24/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/23/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/22/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/21/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/20/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/19/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/18/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/17/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/16/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/15/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/14/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/13/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/12/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/11/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/10/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/9/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/8/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/7/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/6/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/5/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/4/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/3/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/2/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
10/1/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/30/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/29/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/28/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/27/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/26/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/25/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/24/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/23/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/22/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/21/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/20/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/19/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/18/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/17/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/16/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/15/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
