

Performance Summary

,All Trades,Long Trades,Short Trades,
9/14/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/13/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/12/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/11/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/10/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/9/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/8/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/7/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/6/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/5/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/4/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/3/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/2/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
9/1/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/31/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/30/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/29/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/28/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/27/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/26/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/25/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/24/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/23/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/22/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/21/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/20/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/19/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/18/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/17/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/16/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/15/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/14/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/13/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/12/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/11/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/10/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/9/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/8/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/7/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/6/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/5/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/4/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/3/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/2/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
8/1/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/31/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/30/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/29/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/28/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/27/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/26/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/25/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/24/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/23/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/22/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/21/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/20/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/19/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/18/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/17/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/16/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/15/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/14/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/13/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/12/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/11/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/10/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/9/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/8/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/7/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/6/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/5/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/4/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/3/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/2/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
7/1/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/30/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/29/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/28/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/27/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/26/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/25/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/24/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/23/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/22/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/21/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/20/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/19/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/18/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/17/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/16/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/15/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/14/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/13/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/12/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/11/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/10/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/9/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/8/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/7/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/6/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/5/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/4/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/3/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/2/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
6/1/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/31/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/30/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/29/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/28/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/27/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/26/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/25/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/24/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/23/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/22/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/21/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/20/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/19/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/18/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/17/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/16/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/15/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,
5/14/2018 - 4/17/2023,$32080.00,32.08%,1.48,82,37.80%,


Monthly

,,,,,,
TradeStation Periodical Returns: Monthly,,,,,,
,,,,,,
Mark-To-Market Monthly Average Analysis:,,,,,,
Period,Avg. Net Profit,% Gain,% Profitable,,,
,,,,,,
,,,,,,
,,,,,,
Mark-To-Market Period Analysis:,,,,,,
Period,Net Profit,% Gain,Profit Factor,# Trades,% Profitable,
4/1/2023,$1135.00,0.87%,n/a,1,100.00%,
3/1/2023,($4280.00),-3.17%,0.00,1,0.00%,
2/1/2023,$6910.00,5.39%,3.69,2,50.00%,
1/1/2023,($2570.00),-1.96%,0.00,1,0.00%,
12/1/2022,($1905.00),-1.43%,0.63,3,33.33%,
11/1/2022,($6510.00),-4.67%,0.00,2,0.00%,
10/1/2022,$815.00,0.59%,n/a,1,100.00%,
9/1/2022,($4490.00),-3.14%,0.00,1,0.00%,
8/1/2022,$1920.00,1.36%,n/a,1,100.00%,
7/1/2022,$1775.00,1.27%,n/a,1,100.00%,
6/1/2022,($1545.00),-1.10%,0.40,2,50.00%,
5/1/2022,$7140.00,5.34%,n/a,1,100.00%,
4/1/2022,$2420.00,1.84%,1.94,2,50.00%,
3/1/2022,$1685.00,1.30%,n/a,1,100.00%,
2/1/2022,($2570.00),-1.94%,0.00,1,0.00%,
1/1/2022,$335.00,0.25%,n/a,1,100.00%,
12/1/2021,$1415.00,1.09%,n/a,1,100.00%,
11/1/2021,($3520.00),-2.63%,0.27,3,33.33%,
10/1/2021,($3110.00),-2.27%,0.00,2,0.00%,
9/1/2021,$4125.00,3.10%,n/a,1,100.00%,
8/1/2021,$5245.00,4.11%,n/a,1,100.00%,
7/1/2021,$100.00,0.08%,1.09,2,50.00%,
6/1/2021,$1310.00,1.04%,1.61,3,33.33%,
5/1/2021,$1025.00,0.82%,1.96,3,66.67%,
3/1/2021,($1270.00),-1.00%,0.00,2,0.00%,
1/1/2021,($4280.00),-3.27%,0.00,4,0.00%,
12/1/2020,$140.00,0.11%,1.07,3,33.33%,
11/1/2020,($3505.00),-2.61%,0.00,4,0.00%,
10/1/2020,($1070.00),-0.79%,0.00,1,0.00%,
9/1/2020,$8560.00,6.76%,n/a,2,100.00%,
8/1/2020,($3210.00),-2.47%,0.00,3,0.00%,
7/1/2020,$12330.00,10.49%,4.82,6,33.33%,
6/1/2020,($555.00),-0.47%,0.00,1,0.00%,
5/1/2020,$4085.00,3.58%,2.91,4,50.00%,
3/1/2020,$7325.00,6.87%,3.28,5,40.00%,
2/1/2020,$4175.00,4.07%,4.90,3,66.67%,
1/1/2020,($1220.00),-1.18%,0.00,2,0.00%,
12/1/2019,$10.00,0.01%,1.00,3,33.33%,
11/1/2019,$1170.00,1.14%,n/a,1,100.00%,
9/1/2019,($310.00),-0.30%,0.00,1,0.00%,
8/1/2019,$3650.00,3.68%,4.41,3,66.67%,
7/1/2019,$1945.00,2.00%,2.82,2,50.00%,
6/1/2019,($2725.00),-2.73%,0.15,4,25.00%,
5/1/2019,($20.00),-0.02%,0.00,1,0.00%,
,,,,,,
Mark-To-Market Rolling Period Analysis:,,,,,,
Period,Net Profit,% Gain,Profit Factor,# Trades,% Profitable,
4/1/2023 - Today,$1135.00,0.87%,n/a,1,100.00%,
3/1/2023 - 4/1/2023,($3145.00),-2.33%,0.27,2,50.00%,
2/1/2023 - 4/1/2023,$3765.00,2.93%,2.46,3,66.67%,
1/1/2023 - 4/1/2023,$1195.00,0.91%,1.23,4,50.00%,
12/1/2022 - 4/1/2023,($710.00),-0.53%,0.93,7,42.86%,
11/1/2022 - 4/1/2023,($7220.00),-5.18%,0.47,8,25.00%,
10/1/2022 - 4/1/2023,($6405.00),-4.63%,0.53,9,33.33%,
9/1/2022 - 4/1/2023,($10895.00),-7.62%,0.40,10,30.00%,
8/1/2022 - 4/1/2023,($8975.00),-6.36%,0.44,10,30.00%,
7/1/2022 - 4/1/2023,($7200.00),-5.17%,0.55,11,36.36%,
6/1/2022 - 4/1/2023,($8745.00),-6.21%,0.53,12,33.33%,
5/1/2022 - 4/1/2023,($1605.00),-1.20%,0.91,13,38.46%,
4/1/2022 - 4/1/2023,$815.00,0.62%,1.04,14,35.71%,
3/1/2022 - 4/1/2023,$2500.00,1.93%,1.12,15,40.00%,
2/1/2022 - 4/1/2023,($70.00),-0.05%,1.00,16,37.50%,
1/1/2022 - 4/1/2023,$265.00,0.20%,1.01,17,41.18%,
12/1/2021 - 4/1/2023,$1680.00,1.29%,1.07,18,44.44%,
11/1/2021 - 4/1/2023,($1840.00),-1.37%,0.94,20,40.00%,
10/1/2021 - 4/1/2023,($4950.00),-3.61%,0.84,21,38.10%,
9/1/2021 - 4/1/2023,($825.00),-0.62%,0.97,21,42.86%,
8/1/2021 - 4/1/2023,$4420.00,3.46%,1.15,22,45.45%,
7/1/2021 - 4/1/2023,$4520.00,3.54%,1.15,24,45.83%,
6/1/2021 - 4/1/2023,$5830.00,4.62%,1.18,27,44.44%,
5/1/2021 - 4/1/2023,$6855.00,5.47%,1.21,30,46.67%,
4/1/2021 - 4/1/2023,$6855.00,5.47%,1.21,30,46.67%,
3/1/2021 - 4/1/2023,$5585.00,4.42%,1.16,32,43.75%,
2/1/2021 - 4/1/2023,$5585.00,4.42%,1.16,32,43.75%,
1/1/2021 - 4/1/2023,$1305.00,1.00%,1.03,36,38.89%,
12/1/2020 - 4/1/2023,$1445.00,1.11%,1.04,39,38.46%,
11/1/2020 - 4/1/2023,($2060.00),-1.54%,0.95,43,34.88%,
10/1/2020 - 4/1/2023,($3130.00),-2.31%,0.93,44,34.09%,
9/1/2020 - 4/1/2023,$5430.00,4.29%,1.12,46,36.96%,
8/1/2020 - 4/1/2023,$2220.00,1.71%,1.05,49,34.69%,
7/1/2020 - 4/1/2023,$14550.00,12.38%,1.28,55,34.55%,
6/1/2020 - 4/1/2023,$13995.00,11.85%,1.27,56,33.93%,
5/1/2020 - 4/1/2023,$18080.00,15.86%,1.33,59,35.59%,
4/1/2020 - 4/1/2023,$18080.00,15.86%,1.33,59,35.59%,
3/1/2020 - 4/1/2023,$25405.00,23.82%,1.44,64,35.94%,
2/1/2020 - 4/1/2023,$29580.00,28.86%,1.52,66,37.88%,
1/1/2020 - 4/1/2023,$28360.00,27.34%,1.48,68,36.76%,
12/1/2019 - 4/1/2023,$28370.00,27.36%,1.47,71,36.62%,
11/1/2019 - 4/1/2023,$29540.00,28.81%,1.49,72,37.50%,
10/1/2019 - 4/1/2023,$29540.00,28.81%,1.49,72,37.50%,
9/1/2019 - 4/1/2023,$29230.00,28.42%,1.48,73,36.99%,
8/1/2019 - 4/1/2023,$32880.00,33.15%,1.53,76,38.16%,
7/1/2019 - 4/1/2023,$34825.00,35.81%,1.55,78,38.46%,
6/1/2019 - 4/1/2023,$32100.00,32.11%,1.48,82,37.80%,
5/1/2019 - 4/1/2023,$32080.00,32.08%,1.48,82,37.80%,
4/1/2019 - 4/1/2023,$32080.00,32.08%,1.48,82,37.80%,
3/1/2019 - 4/1/2023,$32080.00,32.08%,1.48,82,37.80%,
2/1/2019 - 4/1/2023,$32080.00,32.08%,1.48,82,37.80%,
1/1/2019 - 4/1/2023,$32080.00,32.08%,1.48,82,37.80%,
12/1/2018 - 4/1/2023,$32080.00,32.08%,1.48,82,37.80%,
11/1/2018 - 4/1/2023,$32080.00,32.08%,1.48,82,37.80%,
10/1/2018 - 4/1/2023,$32080.00,32.08%,1.48,82,37.80%,
9/1/2018 - 4/1/2023,$32080.00,32.08%,1.48,82,37.80%,
8/1/2018 - 4/1/2023,$32080.00,32.08%,1.48,82,37.80%,
7/1/2018 - 4/1/2023,$32080.00,32.08%,1.48,82,37.80%,
6/1/2018 - 4/1/2023,$32080.00,32.08%,1.48,82,37.80%,
5/1/2018 - 4/1/2023,$32080.00,32.08%,1.48,82,37.80%,


Weekly

,,,,,,
TradeStation Periodical Returns: Weekly,,,,,,
,,,,,,
Mark-To-Market Period Analysis:,,,,,,
Period,Net Profit,% Gain,Profit Factor,# Trades,% Profitable,
4/16/2023,($1710.00),-1.28%,0.00,1,0.00%,
4/9/2023,$1835.00,1.39%,n/a,1,100.00%,
4/2/2023,$1010.00,0.77%,n/a,1,100.00%,
3/12/2023,($7105.00),-5.15%,0.00,1,0.00%,
3/5/2023,$3660.00,2.72%,n/a,1,100.00%,
2/26/2023,($1510.00),-1.11%,0.00,1,0.00%,
2/19/2023,$4555.00,3.47%,n/a,1,100.00%,
2/12/2023,$1800.00,1.39%,n/a,1,100.00%,
2/5/2023,$1650.00,1.29%,n/a,1,100.00%,
1/29/2023,($420.00),-0.33%,0.84,2,50.00%,
1/1/2023,($2570.00),-1.96%,0.00,1,0.00%,
12/18/2022,($2570.00),-1.93%,0.00,1,0.00%,
12/11/2022,($2660.00),-1.95%,0.00,1,0.00%,
12/4/2022,($4020.00),-2.87%,0.02,2,50.00%,
11/27/2022,$3405.00,2.49%,n/a,1,100.00%,
11/13/2022,($4305.00),-3.05%,0.00,1,0.00%,
11/6/2022,$1735.00,1.25%,n/a,1,100.00%,
10/9/2022,($385.00),-0.28%,0.00,1,0.00%,
10/2/2022,$1200.00,0.87%,n/a,1,100.00%,
9/4/2022,($4495.00),-3.14%,0.00,1,0.00%,
8/28/2022,$1925.00,1.36%,n/a,1,100.00%,
7/24/2022,($6900.00),-4.66%,0.00,1,0.00%,
7/17/2022,($115.00),-0.08%,0.00,1,0.00%,
7/10/2022,$3210.00,2.22%,n/a,1,100.00%,
7/3/2022,$2155.00,1.51%,n/a,1,100.00%,
6/26/2022,$3315.00,2.38%,3.92,2,50.00%,
6/19/2022,($1435.00),-1.02%,0.00,1,0.00%,
5/15/2022,($3280.00),-2.28%,0.00,1,0.00%,
5/8/2022,$6830.00,4.98%,n/a,1,100.00%,
5/1/2022,$3590.00,2.69%,n/a,1,100.00%,
4/24/2022,$4990.00,3.88%,n/a,1,100.00%,
4/17/2022,($2570.00),-1.96%,0.00,1,0.00%,
3/6/2022,$1320.00,1.02%,n/a,1,100.00%,
2/27/2022,$365.00,0.28%,n/a,1,100.00%,
2/20/2022,($2570.00),-1.94%,0.00,1,0.00%,
1/23/2022,($3810.00),-2.80%,0.00,1,0.00%,
1/16/2022,$4145.00,3.14%,n/a,1,100.00%,
12/19/2021,$5.00,0.00%,n/a,1,100.00%,
12/12/2021,($1690.00),-1.27%,0.00,1,0.00%,
12/5/2021,$1430.00,1.08%,n/a,1,100.00%,
11/28/2021,$3270.00,2.54%,n/a,1,100.00%,
11/21/2021,($2110.00),-1.61%,0.00,2,0.00%,
11/14/2021,($2825.00),-2.11%,0.00,1,0.00%,
11/7/2021,$2075.00,1.58%,n/a,1,100.00%,
10/31/2021,($2260.00),-1.69%,0.00,1,0.00%,
10/24/2021,($2500.00),-1.83%,0.00,1,0.00%,
10/17/2021,$2190.00,1.63%,n/a,1,100.00%,
10/3/2021,($355.00),-0.26%,0.00,1,0.00%,
9/26/2021,($555.00),-0.41%,0.00,1,0.00%,
9/19/2021,($440.00),-0.32%,0.00,1,0.00%,
9/12/2021,$2675.00,2.01%,n/a,1,100.00%,
8/8/2021,$4345.00,3.38%,n/a,1,100.00%,
8/1/2021,$900.00,0.70%,n/a,1,100.00%,
7/25/2021,($1070.00),-0.83%,0.00,1,0.00%,
7/18/2021,$1170.00,0.92%,n/a,1,100.00%,
6/27/2021,($1070.00),-0.83%,0.00,1,0.00%,
6/20/2021,($165.00),-0.13%,0.00,1,0.00%,
6/13/2021,$2545.00,2.02%,3.38,2,50.00%,
5/16/2021,$1385.00,1.11%,n/a,1,100.00%,
5/9/2021,($420.00),-0.34%,0.00,1,0.00%,
5/2/2021,$60.00,0.05%,1.06,2,50.00%,
3/28/2021,($200.00),-0.16%,0.00,1,0.00%,
3/21/2021,($1070.00),-0.85%,0.00,1,0.00%,
1/31/2021,($1070.00),-0.84%,0.00,1,0.00%,
1/3/2021,($3210.00),-2.45%,0.00,3,0.00%,
12/20/2020,($720.00),-0.55%,0.33,2,50.00%,
12/13/2020,$860.00,0.66%,1.80,2,50.00%,
11/29/2020,($1810.00),-1.37%,0.00,2,0.00%,
11/22/2020,$445.00,0.34%,n/a,1,100.00%,
11/8/2020,($1070.00),-0.80%,0.00,1,0.00%,
11/1/2020,($1070.00),-0.80%,0.00,1,0.00%,
10/25/2020,($1070.00),-0.79%,0.00,1,0.00%,
9/20/2020,$8560.00,6.76%,n/a,2,100.00%,
8/2/2020,($3210.00),-2.47%,0.00,3,0.00%,
7/26/2020,($1070.00),-0.82%,0.00,1,0.00%,
7/19/2020,$14755.00,12.70%,n/a,1,100.00%,
7/12/2020,($2160.00),-1.83%,0.00,3,0.00%,
7/5/2020,$805.00,0.68%,n/a,1,100.00%,
5/31/2020,($555.00),-0.47%,0.00,1,0.00%,
5/24/2020,$1615.00,1.39%,n/a,1,100.00%,
5/17/2020,($675.00),-0.58%,0.68,3,33.33%,
5/10/2020,$3145.00,2.76%,n/a,1,100.00%,
3/15/2020,$6675.00,6.22%,7.24,2,50.00%,
3/8/2020,$1725.00,1.63%,2.61,2,50.00%,
3/1/2020,($1075.00),-1.01%,0.00,1,0.00%,
2/23/2020,$4885.00,4.80%,n/a,2,100.00%,
2/16/2020,($710.00),-0.69%,0.34,2,50.00%,
1/5/2020,($935.00),-0.90%,0.13,2,50.00%,
12/29/2019,($1805.00),-1.72%,0.00,3,0.00%,
12/22/2019,$2600.00,2.53%,n/a,1,100.00%,
12/8/2019,($1835.00),-1.76%,0.00,1,0.00%,
12/1/2019,$765.00,0.74%,n/a,1,100.00%,
11/10/2019,($570.00),-0.55%,0.00,1,0.00%,
11/3/2019,$1740.00,1.70%,n/a,1,100.00%,
9/1/2019,($310.00),-0.30%,0.00,1,0.00%,
8/25/2019,$3530.00,3.55%,n/a,1,100.00%,
8/11/2019,($1070.00),-1.07%,0.00,1,0.00%,
8/4/2019,$1190.00,1.20%,n/a,1,100.00%,
7/21/2019,($805.00),-0.80%,0.25,2,50.00%,
7/14/2019,$2750.00,2.83%,n/a,1,100.00%,
6/23/2019,($200.00),-0.21%,0.00,1,0.00%,
6/16/2019,$665.00,0.69%,n/a,1,100.00%,
6/9/2019,($990.00),-1.01%,0.00,1,0.00%,
6/2/2019,($2200.00),-2.20%,0.00,3,0.00%,
5/26/2019,($60.00),-0.06%,0.00,1,0.00%,
5/19/2019,($835.00),-0.83%,0.00,1,0.00%,
5/12/2019,$875.00,0.88%,n/a,1,100.00%,
,,,,,,
Mark-To-Market Rolling Period Analysis:,,,,,,
Period,Net Profit,% Gain,Profit Factor,# Trades,% Profitable,
4/16/2023 - Today,($1710.00),-1.28%,0.00,1,0.00%,
4/9/2023 - 4/16/2023,$125.00,0.09%,n/a,1,100.00%,
4/2/2023 - 4/16/2023,$1135.00,0.87%,n/a,1,100.00%,
3/26/2023 - 4/16/2023,$1135.00,0.87%,n/a,1,100.00%,
3/19/2023 - 4/16/2023,$1135.00,0.87%,n/a,1,100.00%,
3/12/2023 - 4/16/2023,($5970.00),-4.32%,0.16,2,50.00%,
3/5/2023 - 4/16/2023,($2310.00),-1.72%,0.33,2,50.00%,
2/26/2023 - 4/16/2023,($3820.00),-2.81%,0.23,2,50.00%,
2/19/2023 - 4/16/2023,$735.00,0.56%,2.84,2,50.00%,
2/12/2023 - 4/16/2023,$2535.00,1.96%,n/a,2,100.00%,
2/5/2023 - 4/16/2023,$4185.00,3.27%,n/a,2,100.00%,
1/29/2023 - 4/16/2023,$3765.00,2.93%,2.46,3,66.67%,
1/22/2023 - 4/16/2023,$3765.00,2.93%,2.46,3,66.67%,
1/15/2023 - 4/16/2023,$3765.00,2.93%,2.46,3,66.67%,
1/8/2023 - 4/16/2023,$3765.00,2.93%,2.46,3,66.67%,
1/1/2023 - 4/16/2023,$1195.00,0.91%,1.23,4,50.00%,
12/25/2022 - 4/16/2023,$1195.00,0.91%,1.23,4,50.00%,
12/18/2022 - 4/16/2023,($1375.00),-1.03%,0.82,5,40.00%,
12/11/2022 - 4/16/2023,($4035.00),-2.96%,0.61,6,33.33%,
12/4/2022 - 4/16/2023,($8055.00),-5.75%,0.44,7,28.57%,
11/27/2022 - 4/16/2023,($4650.00),-3.40%,0.58,7,28.57%,
11/20/2022 - 4/16/2023,($4650.00),-3.40%,0.58,7,28.57%,
11/13/2022 - 4/16/2023,($8955.00),-6.35%,0.41,8,25.00%,
11/6/2022 - 4/16/2023,($7220.00),-5.18%,0.47,8,25.00%,
10/30/2022 - 4/16/2023,($7220.00),-5.18%,0.47,8,25.00%,
10/23/2022 - 4/16/2023,($7220.00),-5.18%,0.47,8,25.00%,
10/16/2022 - 4/16/2023,($7220.00),-5.18%,0.47,8,25.00%,
10/9/2022 - 4/16/2023,($7605.00),-5.44%,0.45,9,22.22%,
10/2/2022 - 4/16/2023,($6405.00),-4.63%,0.53,9,33.33%,
9/25/2022 - 4/16/2023,($6405.00),-4.63%,0.53,9,33.33%,
9/18/2022 - 4/16/2023,($6405.00),-4.63%,0.53,9,33.33%,
9/11/2022 - 4/16/2023,($6405.00),-4.63%,0.53,9,33.33%,
9/4/2022 - 4/16/2023,($10900.00),-7.62%,0.40,10,30.00%,
8/28/2022 - 4/16/2023,($8975.00),-6.36%,0.44,10,30.00%,
8/21/2022 - 4/16/2023,($8975.00),-6.36%,0.44,10,30.00%,
8/14/2022 - 4/16/2023,($8975.00),-6.36%,0.44,10,30.00%,
8/7/2022 - 4/16/2023,($8975.00),-6.36%,0.44,10,30.00%,
7/31/2022 - 4/16/2023,($8975.00),-6.36%,0.44,10,30.00%,
7/24/2022 - 4/16/2023,($15875.00),-10.73%,0.31,11,27.27%,
7/17/2022 - 4/16/2023,($15990.00),-10.80%,0.31,11,27.27%,
7/10/2022 - 4/16/2023,($12780.00),-8.82%,0.36,11,27.27%,
7/3/2022 - 4/16/2023,($10625.00),-7.45%,0.40,11,27.27%,
6/26/2022 - 4/16/2023,($7310.00),-5.24%,0.58,12,33.33%,
6/19/2022 - 4/16/2023,($8745.00),-6.21%,0.53,12,33.33%,
6/12/2022 - 4/16/2023,($8745.00),-6.21%,0.53,12,33.33%,
